THE	BY	HASBEEN	INTO	ONTO	AGT	AGTFOC	BENREC	BENFOC	CAUSAGT	CAUSAGTFOC	COM	COMFOC	EXP	EXPFOC	PAT	PATFOC	PRED	PREDFOC	THM	TID_ON	TID_AT	TID_IN	TID_BY	TID_UNTIL	TID_FREQ	TID_DUR	TID_PT	EXT	EXT_CAUS	LOC_AT	LOC_IN	LOC_ON	LOC	LOCFOC	ACT	ACT_LOC	ACT_CAUS	STAT	ERG	STAT_BODY	STAT_THAT	STAT_TO	STAT_BEN	STAT_CAUS_BENFOC	STAT_CAUS	BEN_STAT_CAUS	PRED_STAT_CAUS	STAT_COM	COMPLEX_CAUS	STAT_EXP	STAT_CAUS_EXP	FINSTAT_CAUS	FINSTAT_PRED_DESC	FINSTAT_AGT	FINSTAT_THM_DESC	FINSTAT_EXP
the	-(e)d by	has been V+ing;	into	onto	6police constable	6police constable is who	6police constable	6police constable is who	6police constable	6police constable is who	6police constable	6police constable is who	6police constable	6police constable is who	6police constable	6police constable is who	6police constable	6police constable is who	7fibers																																					
the	-(e)d by	has been V+ing;	into	onto	6pontiff	6pontiff is who	6pontiff	6pontiff is who	6pontiff	6pontiff is who	6pontiff	6pontiff is who	6pontiff	6pontiff is who	6pontiff	6pontiff is who	6pontiff	6pontiff is who	7fibroids																																					
the	-(e)d by	has been V+ing;	into	onto	6pope	6pope is who	6pope	6pope is who	6pope	6pope is who	6pope	6pope is who	6pope	6pope is who	6pope	6pope is who	6pope	6pope is who	7fiddle																																					
the	-(e)d by	has been V+ing;	into	onto	6pornographer	6pornographer is who	6pornographer	6pornographer is who	6pornographer	6pornographer is who	6pornographer	6pornographer is who	6pornographer	6pornographer is who	6pornographer	6pornographer is who	6pornographer	6pornographer is who	7fig																																					
the	-(e)d by	has been V+ing;	into	onto	6poser	6poser is who	6poser	6poser is who	6poser	6poser is who	6poser	6poser is who	6poser	6poser is who	6poser	6poser is who	6poser	6poser is who	7fig leaf																																					
the	-(e)d by	has been V+ing;	into	onto	6presenter	6presenter is who	6presenter	6presenter is who	6presenter	6presenter is who	6presenter	6presenter is who	6presenter	6presenter is who	6presenter	6presenter is who	6presenter	6presenter is who	7figurine																																					
the	-(e)d by	has been V+ing;	into	onto	6press agent	6press agent is who	6press agent	6press agent is who	6press agent	6press agent is who	6press agent	6press agent is who	6press agent	6press agent is who	6press agent	6press agent is who	6press agent	6press agent is who	7filaments																																					
the	-(e)d by	has been V+ing;	into	onto	6prime minister	6prime minister is who	6prime minister	6prime minister is who	6prime minister	6prime minister is who	6prime minister	6prime minister is who	6prime minister	6prime minister is who	6prime minister	6prime minister is who	6prime minister	6prime minister is who	7filter																																					
the	-(e)d by	has been V+ing;	into	onto	6prime mover	6prime mover is who	6prime mover	6prime mover is who	6prime mover	6prime mover is who	6prime mover	6prime mover is who	6prime mover	6prime mover is who	6prime mover	6prime mover is who	6prime mover	6prime mover is who	7fin																																					
the	-(e)d by	has been V+ing;	into	onto	6prisoner of conscience	6prisoner of conscience is who	6prisoner of conscience	6prisoner of conscience is who	6prisoner of conscience	6prisoner of conscience is who	6prisoner of conscience	6prisoner of conscience is who	6prisoner of conscience	6prisoner of conscience is who	6prisoner of conscience	6prisoner of conscience is who	6prisoner of conscience	6prisoner of conscience is who	7fir																																					
the	-(e)d by	has been V+ing;	into	onto	6private detective	6private detective is who	6private detective	6private detective is who	6private detective	6private detective is who	6private detective	6private detective is who	6private detective	6private detective is who	6private detective	6private detective is who	6private detective	6private detective is who	7firearm																																					
the	-(e)d by	has been V+ing;	into	onto	6professional	6professional is who	6professional	6professional is who	6professional	6professional is who	6professional	6professional is who	6professional	6professional is who	6professional	6professional is who	6professional	6professional is who	7firefly																																					
the	-(e)d by	has been V+ing;	into	onto	6professor	6professor is who	6professor	6professor is who	6professor	6professor is who	6professor	6professor is who	6professor	6professor is who	6professor	6professor is who	6professor	6professor is who	7firepower																																					
the	-(e)d by	has been V+ing;	into	onto	6professors	6professors is who	6professors	6professors is who	6professors	6professors is who	6professors	6professors is who	6professors	6professors is who	6professors	6professors is who	6professors	6professors is who	7firewood																																					
the	-(e)d by	has been V+ing;	into	onto	6protagonist	6protagonist is who	6protagonist	6protagonist is who	6protagonist	6protagonist is who	6protagonist	6protagonist is who	6protagonist	6protagonist is who	6protagonist	6protagonist is who	6protagonist	6protagonist is who	7first																																					
the	-(e)d by	has been V+ing;	into	onto	6protectionist	6protectionist is who	6protectionist	6protectionist is who	6protectionist	6protectionist is who	6protectionist	6protectionist is who	6protectionist	6protectionist is who	6protectionist	6protectionist is who	6protectionist	6protectionist is who	7fisheries																																					
the	-(e)d by	has been V+ing;	into	onto	6protestant	6protestant is who	6protestant	6protestant is who	6protestant	6protestant is who	6protestant	6protestant is who	6protestant	6protestant is who	6protestant	6protestant is who	6protestant	6protestant is who	7fishing rod																																					
the	-(e)d by	has been V+ing;	into	onto	6protester	6protester is who	6protester	6protester is who	6protester	6protester is who	6protester	6protester is who	6protester	6protester is who	6protester	6protester is who	6protester	6protester is who	7fission																																					
the	-(e)d by	has been V+ing;	into	onto	6psychiatrist	6psychiatrist is who	6psychiatrist	6psychiatrist is who	6psychiatrist	6psychiatrist is who	6psychiatrist	6psychiatrist is who	6psychiatrist	6psychiatrist is who	6psychiatrist	6psychiatrist is who	6psychiatrist	6psychiatrist is who	7fives																																					
the	-(e)d by	has been V+ing;	into	onto	6pursuer	6pursuer is who	6pursuer	6pursuer is who	6pursuer	6pursuer is who	6pursuer	6pursuer is who	6pursuer	6pursuer is who	6pursuer	6pursuer is who	6pursuer	6pursuer is who	7fixation																																					
the	-(e)d by	has been V+ing;	into	onto	6pushover	6pushover is who	6pushover	6pushover is who	6pushover	6pushover is who	6pushover	6pushover is who	6pushover	6pushover is who	6pushover	6pushover is who	6pushover	6pushover is who	7fizz																																					
the	-(e)d by	has been V+ing;	into	onto	6qualifier	6qualifier is who	6qualifier	6qualifier is who	6qualifier	6qualifier is who	6qualifier	6qualifier is who	6qualifier	6qualifier is who	6qualifier	6qualifier is who	6qualifier	6qualifier is who	7flak																																					
the	-(e)d by	has been V+ing;	into	onto	6rabbi	6rabbi is who	6rabbi	6rabbi is who	6rabbi	6rabbi is who	6rabbi	6rabbi is who	6rabbi	6rabbi is who	6rabbi	6rabbi is who	6rabbi	6rabbi is who	7flashy																																					
the	-(e)d by	has been V+ing;	into	onto	6rancher	6rancher is who	6rancher	6rancher is who	6rancher	6rancher is who	6rancher	6rancher is who	6rancher	6rancher is who	6rancher	6rancher is who	6rancher	6rancher is who	7flaw																																					
the	-(e)d by	has been V+ing;	into	onto	6rarity	6rarity is who	6rarity	6rarity is who	6rarity	6rarity is who	6rarity	6rarity is who	6rarity	6rarity is who	6rarity	6rarity is who	6rarity	6rarity is who	7flax																																					
the	-(e)d by	has been V+ing;	into	onto	6realtor	6realtor is who	6realtor	6realtor is who	6realtor	6realtor is who	6realtor	6realtor is who	6realtor	6realtor is who	6realtor	6realtor is who	6realtor	6realtor is who	7flint																																					
the	-(e)d by	has been V+ing;	into	onto	6receptionist	6receptionist is who	6receptionist	6receptionist is who	6receptionist	6receptionist is who	6receptionist	6receptionist is who	6receptionist	6receptionist is who	6receptionist	6receptionist is who	6receptionist	6receptionist is who	7flip flop																																					
the	-(e)d by	has been V+ing;	into	onto	6redhead	6redhead is who	6redhead	6redhead is who	6redhead	6redhead is who	6redhead	6redhead is who	6redhead	6redhead is who	6redhead	6redhead is who	6redhead	6redhead is who	7flip side																																					
the	-(e)d by	has been V+ing;	into	onto	6redneck	6redneck is who	6redneck	6redneck is who	6redneck	6redneck is who	6redneck	6redneck is who	6redneck	6redneck is who	6redneck	6redneck is who	6redneck	6redneck is who	7flipping																																					
the	-(e)d by	has been V+ing;	into	onto	6reformer	6reformer is who	6reformer	6reformer is who	6reformer	6reformer is who	6reformer	6reformer is who	6reformer	6reformer is who	6reformer	6reformer is who	6reformer	6reformer is who	7floppy disk																																					
the	-(e)d by	has been V+ing;	into	onto	6refugee	6refugee is who	6refugee	6refugee is who	6refugee	6refugee is who	6refugee	6refugee is who	6refugee	6refugee is who	6refugee	6refugee is who	6refugee	6refugee is who	7flue																																					
the	-(e)d by	has been V+ing;	into	onto	6registrar	6registrar is who	6registrar	6registrar is who	6registrar	6registrar is who	6registrar	6registrar is who	6registrar	6registrar is who	6registrar	6registrar is who	6registrar	6registrar is who	7fluke																																					
the	-(e)d by	has been V+ing;	into	onto	6relative	6relative is who	6relative	6relative is who	6relative	6relative is who	6relative	6relative is who	6relative	6relative is who	6relative	6relative is who	6relative	6relative is who	7foe																																					
the	-(e)d by	has been V+ing;	into	onto	6reorganizer	6reorganizer is who	6reorganizer	6reorganizer is who	6reorganizer	6reorganizer is who	6reorganizer	6reorganizer is who	6reorganizer	6reorganizer is who	6reorganizer	6reorganizer is who	6reorganizer	6reorganizer is who	7foil																																					
the	-(e)d by	has been V+ing;	into	onto	6repairer	6repairer is who	6repairer	6repairer is who	6repairer	6repairer is who	6repairer	6repairer is who	6repairer	6repairer is who	6repairer	6repairer is who	6repairer	6repairer is who	7folio																																					
the	-(e)d by	has been V+ing;	into	onto	6repairman	6repairman is who	6repairman	6repairman is who	6repairman	6repairman is who	6repairman	6repairman is who	6repairman	6repairman is who	6repairman	6repairman is who	6repairman	6repairman is who	7folklore																																					
the	-(e)d by	has been V+ing;	into	onto	6representation	6representation is who	6representation	6representation is who	6representation	6representation is who	6representation	6representation is who	6representation	6representation is who	6representation	6representation is who	6representation	6representation is who	7follicle																																					
the	-(e)d by	has been V+ing;	into	onto	6representative	6representative is who	6representative	6representative is who	6representative	6representative is who	6representative	6representative is who	6representative	6representative is who	6representative	6representative is who	6representative	6representative is who	7fondant																																					
the	-(e)d by	has been V+ing;	into	onto	6researcher	6researcher is who	6researcher	6researcher is who	6researcher	6researcher is who	6researcher	6researcher is who	6researcher	6researcher is who	6researcher	6researcher is who	6researcher	6researcher is who	7foothold																																					
the	-(e)d by	has been V+ing;	into	onto	6respondent	6respondent is who	6respondent	6respondent is who	6respondent	6respondent is who	6respondent	6respondent is who	6respondent	6respondent is who	6respondent	6respondent is who	6respondent	6respondent is who	7footpath																																					
the	-(e)d by	has been V+ing;	into	onto	6retiree	6retiree is who	6retiree	6retiree is who	6retiree	6retiree is who	6retiree	6retiree is who	6retiree	6retiree is who	6retiree	6retiree is who	6retiree	6retiree is who	7footwork																																					
the	-(e)d by	has been V+ing;	into	onto	6returnee	6returnee is who	6returnee	6returnee is who	6returnee	6returnee is who	6returnee	6returnee is who	6returnee	6returnee is who	6returnee	6returnee is who	6returnee	6returnee is who	7forage																																					
the	-(e)d by	has been V+ing;	into	onto	6rev.	6rev. is who	6rev.	6rev. is who	6rev.	6rev. is who	6rev.	6rev. is who	6rev.	6rev. is who	6rev.	6rev. is who	6rev.	6rev. is who	7foray																																					
the	-(e)d by	has been V+ing;	into	onto	6revd.	6revd. is who	6revd.	6revd. is who	6revd.	6revd. is who	6revd.	6revd. is who	6revd.	6revd. is who	6revd.	6revd. is who	6revd.	6revd. is who	7forays into																																					
the	-(e)d by	has been V+ing;	into	onto	6reveller	6reveller is who	6reveller	6reveller is who	6reveller	6reveller is who	6reveller	6reveller is who	6reveller	6reveller is who	6reveller	6reveller is who	6reveller	6reveller is who	7foresight																																					
the	-(e)d by	has been V+ing;	into	onto	6revolutionary	6revolutionary is who	6revolutionary	6revolutionary is who	6revolutionary	6revolutionary is who	6revolutionary	6revolutionary is who	6revolutionary	6revolutionary is who	6revolutionary	6revolutionary is who	6revolutionary	6revolutionary is who	7foreskin																																					
the	-(e)d by	has been V+ing;	into	onto	6right winger	6right winger is who	6right winger	6right winger is who	6right winger	6right winger is who	6right winger	6right winger is who	6right winger	6right winger is who	6right winger	6right winger is who	6right winger	6right winger is who	7forgery																																					
the	-(e)d by	has been V+ing;	into	onto	6ringleader	6ringleader is who	6ringleader	6ringleader is who	6ringleader	6ringleader is who	6ringleader	6ringleader is who	6ringleader	6ringleader is who	6ringleader	6ringleader is who	6ringleader	6ringleader is who	7forgetfulness																																					
the	-(e)d by	has been V+ing;	into	onto	6rioter	6rioter is who	6rioter	6rioter is who	6rioter	6rioter is who	6rioter	6rioter is who	6rioter	6rioter is who	6rioter	6rioter is who	6rioter	6rioter is who	7format																																					
the	-(e)d by	has been V+ing;	into	onto	6runt	6runt is who	6runt	6runt is who	6runt	6runt is who	6runt	6runt is who	6runt	6runt is who	6runt	6runt is who	6runt	6runt is who	7forte																																					
the	-(e)d by	has been V+ing;	into	onto	6saddler	6saddler is who	6saddler	6saddler is who	6saddler	6saddler is who	6saddler	6saddler is who	6saddler	6saddler is who	6saddler	6saddler is who	6saddler	6saddler is who	7fortress																																					
the	-(e)d by	has been V+ing;	into	onto	6salesman	6salesman is who	6salesman	6salesman is who	6salesman	6salesman is who	6salesman	6salesman is who	6salesman	6salesman is who	6salesman	6salesman is who	6salesman	6salesman is who	7fossil																																					
the	-(e)d by	has been V+ing;	into	onto	6salesperson	6salesperson is who	6salesperson	6salesperson is who	6salesperson	6salesperson is who	6salesperson	6salesperson is who	6salesperson	6salesperson is who	6salesperson	6salesperson is who	6salesperson	6salesperson is who	7fossil fuel																																					
the	-(e)d by	has been V+ing;	into	onto	6samurai	6samurai is who	6samurai	6samurai is who	6samurai	6samurai is who	6samurai	6samurai is who	6samurai	6samurai is who	6samurai	6samurai is who	6samurai	6samurai is who	7foul																																					
the	-(e)d by	has been V+ing;	into	onto	6satan	6satan is who	6satan	6satan is who	6satan	6satan is who	6satan	6satan is who	6satan	6satan is who	6satan	6satan is who	6satan	6satan is who	7foul play																																					
the	-(e)d by	has been V+ing;	into	onto	6saviour	6saviour is who	6saviour	6saviour is who	6saviour	6saviour is who	6saviour	6saviour is who	6saviour	6saviour is who	6saviour	6saviour is who	6saviour	6saviour is who	7foundry																																					
the	-(e)d by	has been V+ing;	into	onto	6schemer	6schemer is who	6schemer	6schemer is who	6schemer	6schemer is who	6schemer	6schemer is who	6schemer	6schemer is who	6schemer	6schemer is who	6schemer	6schemer is who	7fractal																																					
the	-(e)d by	has been V+ing;	into	onto	6schoolgirl	6schoolgirl is who	6schoolgirl	6schoolgirl is who	6schoolgirl	6schoolgirl is who	6schoolgirl	6schoolgirl is who	6schoolgirl	6schoolgirl is who	6schoolgirl	6schoolgirl is who	6schoolgirl	6schoolgirl is who	7fraction																																					
the	-(e)d by	has been V+ing;	into	onto	6schoolmate	6schoolmate is who	6schoolmate	6schoolmate is who	6schoolmate	6schoolmate is who	6schoolmate	6schoolmate is who	6schoolmate	6schoolmate is who	6schoolmate	6schoolmate is who	6schoolmate	6schoolmate is who	7framework																																					
the	-(e)d by	has been V+ing;	into	onto	6scorer	6scorer is who	6scorer	6scorer is who	6scorer	6scorer is who	6scorer	6scorer is who	6scorer	6scorer is who	6scorer	6scorer is who	6scorer	6scorer is who	7franc																																					
the	-(e)d by	has been V+ing;	into	onto	6scrutinisation	6scrutinisation is who	6scrutinisation	6scrutinisation is who	6scrutinisation	6scrutinisation is who	6scrutinisation	6scrutinisation is who	6scrutinisation	6scrutinisation is who	6scrutinisation	6scrutinisation is who	6scrutinisation	6scrutinisation is who	7fraternity																																					
the	-(e)d by	has been V+ing;	into	onto	6scrutinizer	6scrutinizer is who	6scrutinizer	6scrutinizer is who	6scrutinizer	6scrutinizer is who	6scrutinizer	6scrutinizer is who	6scrutinizer	6scrutinizer is who	6scrutinizer	6scrutinizer is who	6scrutinizer	6scrutinizer is who	7free enterprise																																					
the	-(e)d by	has been V+ing;	into	onto	6sealer	6sealer is who	6sealer	6sealer is who	6sealer	6sealer is who	6sealer	6sealer is who	6sealer	6sealer is who	6sealer	6sealer is who	6sealer	6sealer is who	7freebie																																					
the	-(e)d by	has been V+ing;	into	onto	6searcher	6searcher is who	6searcher	6searcher is who	6searcher	6searcher is who	6searcher	6searcher is who	6searcher	6searcher is who	6searcher	6searcher is who	6searcher	6searcher is who	7freemasonry																																					
the	-(e)d by	has been V+ing;	into	onto	6secret agent	6secret agent is who	6secret agent	6secret agent is who	6secret agent	6secret agent is who	6secret agent	6secret agent is who	6secret agent	6secret agent is who	6secret agent	6secret agent is who	6secret agent	6secret agent is who	7freight																																					
the	-(e)d by	has been V+ing;	into	onto	6seeker	6seeker is who	6seeker	6seeker is who	6seeker	6seeker is who	6seeker	6seeker is who	6seeker	6seeker is who	6seeker	6seeker is who	6seeker	6seeker is who	7freight train																																					
the	-(e)d by	has been V+ing;	into	onto	6seller of	6seller of is who	6seller of	6seller of is who	6seller of	6seller of is who	6seller of	6seller of is who	6seller of	6seller of is who	6seller of	6seller of is who	6seller of	6seller of is who	7freighter																																					
the	-(e)d by	has been V+ing;	into	onto	6seller	6seller is who	6seller	6seller is who	6seller	6seller is who	6seller	6seller is who	6seller	6seller is who	6seller	6seller is who	6seller	6seller is who	7frisbee																																					
the	-(e)d by	has been V+ing;	into	onto	6senior citizen	6senior citizen is who	6senior citizen	6senior citizen is who	6senior citizen	6senior citizen is who	6senior citizen	6senior citizen is who	6senior citizen	6senior citizen is who	6senior citizen	6senior citizen is who	6senior citizen	6senior citizen is who	7fro																																					
the	-(e)d by	has been V+ing;	into	onto	6senior	6senior is who	6senior	6senior is who	6senior	6senior is who	6senior	6senior is who	6senior	6senior is who	6senior	6senior is who	6senior	6senior is who	7frontage																																					
the	-(e)d by	has been V+ing;	into	onto	6sentinel	6sentinel is who	6sentinel	6sentinel is who	6sentinel	6sentinel is who	6sentinel	6sentinel is who	6sentinel	6sentinel is who	6sentinel	6sentinel is who	6sentinel	6sentinel is who	7frontier																																					
the	-(e)d by	has been V+ing;	into	onto	6sentry	6sentry is who	6sentry	6sentry is who	6sentry	6sentry is who	6sentry	6sentry is who	6sentry	6sentry is who	6sentry	6sentry is who	6sentry	6sentry is who	7fronts																																					
the	-(e)d by	has been V+ing;	into	onto	6settler	6settler is who	6settler	6settler is who	6settler	6settler is who	6settler	6settler is who	6settler	6settler is who	6settler	6settler is who	6settler	6settler is who	7fruition																																					
the	-(e)d by	has been V+ing;	into	onto	6shipbuilder	6shipbuilder is who	6shipbuilder	6shipbuilder is who	6shipbuilder	6shipbuilder is who	6shipbuilder	6shipbuilder is who	6shipbuilder	6shipbuilder is who	6shipbuilder	6shipbuilder is who	6shipbuilder	6shipbuilder is who	7fume																																					
the	-(e)d by	has been V+ing;	into	onto	6shipmate	6shipmate is who	6shipmate	6shipmate is who	6shipmate	6shipmate is who	6shipmate	6shipmate is who	6shipmate	6shipmate is who	6shipmate	6shipmate is who	6shipmate	6shipmate is who	7funneling																																					
the	-(e)d by	has been V+ing;	into	onto	6shoemaker	6shoemaker is who	6shoemaker	6shoemaker is who	6shoemaker	6shoemaker is who	6shoemaker	6shoemaker is who	6shoemaker	6shoemaker is who	6shoemaker	6shoemaker is who	6shoemaker	6shoemaker is who	7furnace																																					
the	-(e)d by	has been V+ing;	into	onto	6show jumper	6show jumper is who	6show jumper	6show jumper is who	6show jumper	6show jumper is who	6show jumper	6show jumper is who	6show jumper	6show jumper is who	6show jumper	6show jumper is who	6show jumper	6show jumper is who	7fury																																					
the	-(e)d by	has been V+ing;	into	onto	6sibling	6sibling is who	6sibling	6sibling is who	6sibling	6sibling is who	6sibling	6sibling is who	6sibling	6sibling is who	6sibling	6sibling is who	6sibling	6sibling is who	7fuse box																																					
the	-(e)d by	has been V+ing;	into	onto	6sidekick	6sidekick is who	6sidekick	6sidekick is who	6sidekick	6sidekick is who	6sidekick	6sidekick is who	6sidekick	6sidekick is who	6sidekick	6sidekick is who	6sidekick	6sidekick is who	7fusion																																					
the	-(e)d by	has been V+ing;	into	onto	6sightseer	6sightseer is who	6sightseer	6sightseer is who	6sightseer	6sightseer is who	6sightseer	6sightseer is who	6sightseer	6sightseer is who	6sightseer	6sightseer is who	6sightseer	6sightseer is who	7fuzz																																					
the	-(e)d by	has been V+ing;	into	onto	6sinner	6sinner is who	6sinner	6sinner is who	6sinner	6sinner is who	6sinner	6sinner is who	6sinner	6sinner is who	6sinner	6sinner is who	6sinner	6sinner is who	7g.p.s.																																					
the	-(e)d by	has been V+ing;	into	onto	6sitter	6sitter is who	6sitter	6sitter is who	6sitter	6sitter is who	6sitter	6sitter is who	6sitter	6sitter is who	6sitter	6sitter is who	6sitter	6sitter is who	7gait																																					
the	-(e)d by	has been V+ing;	into	onto	6skipper	6skipper is who	6skipper	6skipper is who	6skipper	6skipper is who	6skipper	6skipper is who	6skipper	6skipper is who	6skipper	6skipper is who	6skipper	6skipper is who	7gale																																					
the	-(e)d by	has been V+ing;	into	onto	6skydiver	6skydiver is who	6skydiver	6skydiver is who	6skydiver	6skydiver is who	6skydiver	6skydiver is who	6skydiver	6skydiver is who	6skydiver	6skydiver is who	6skydiver	6skydiver is who	7gallbladder																																					
the	-(e)d by	has been V+ing;	into	onto	6slave labor	6slave labor is who	6slave labor	6slave labor is who	6slave labor	6slave labor is who	6slave labor	6slave labor is who	6slave labor	6slave labor is who	6slave labor	6slave labor is who	6slave labor	6slave labor is who	7garb																																					
the	-(e)d by	has been V+ing;	into	onto	6smoker	6smoker is who	6smoker	6smoker is who	6smoker	6smoker is who	6smoker	6smoker is who	6smoker	6smoker is who	6smoker	6smoker is who	6smoker	6smoker is who	7garland																																					
the	-(e)d by	has been V+ing;	into	onto	6sniper	6sniper is who	6sniper	6sniper is who	6sniper	6sniper is who	6sniper	6sniper is who	6sniper	6sniper is who	6sniper	6sniper is who	6sniper	6sniper is who	7garment																																					
the	-(e)d by	has been V+ing;	into	onto	6soloist	6soloist is who	6soloist	6soloist is who	6soloist	6soloist is who	6soloist	6soloist is who	6soloist	6soloist is who	6soloist	6soloist is who	6soloist	6soloist is who	7gasp																																					
the	-(e)d by	has been V+ing;	into	onto	6spiritualist	6spiritualist is who	6spiritualist	6spiritualist is who	6spiritualist	6spiritualist is who	6spiritualist	6spiritualist is who	6spiritualist	6spiritualist is who	6spiritualist	6spiritualist is who	6spiritualist	6spiritualist is who	7gauntlet																																					
the	-(e)d by	has been V+ing;	into	onto	6stakeholder	6stakeholder is who	6stakeholder	6stakeholder is who	6stakeholder	6stakeholder is who	6stakeholder	6stakeholder is who	6stakeholder	6stakeholder is who	6stakeholder	6stakeholder is who	6stakeholder	6stakeholder is who	7gauze																																					
the	-(e)d by	has been V+ing;	into	onto	6stalker	6stalker is who	6stalker	6stalker is who	6stalker	6stalker is who	6stalker	6stalker is who	6stalker	6stalker is who	6stalker	6stalker is who	6stalker	6stalker is who	7gee																																					
the	-(e)d by	has been V+ing;	into	onto	6steelworker	6steelworker is who	6steelworker	6steelworker is who	6steelworker	6steelworker is who	6steelworker	6steelworker is who	6steelworker	6steelworker is who	6steelworker	6steelworker is who	6steelworker	6steelworker is who	7gemstone																																					
the	-(e)d by	has been V+ing;	into	onto	6storm trooper	6storm trooper is who	6storm trooper	6storm trooper is who	6storm trooper	6storm trooper is who	6storm trooper	6storm trooper is who	6storm trooper	6storm trooper is who	6storm trooper	6storm trooper is who	6storm trooper	6storm trooper is who	7generic																																					
the	-(e)d by	has been V+ing;	into	onto	6strategist	6strategist is who	6strategist	6strategist is who	6strategist	6strategist is who	6strategist	6strategist is who	6strategist	6strategist is who	6strategist	6strategist is who	6strategist	6strategist is who	7generosities																																					
the	-(e)d by	has been V+ing;	into	onto	6strikebreaker	6strikebreaker is who	6strikebreaker	6strikebreaker is who	6strikebreaker	6strikebreaker is who	6strikebreaker	6strikebreaker is who	6strikebreaker	6strikebreaker is who	6strikebreaker	6strikebreaker is who	6strikebreaker	6strikebreaker is who	7gentility																																					
the	-(e)d by	has been V+ing;	into	onto	6striker	6striker is who	6striker	6striker is who	6striker	6striker is who	6striker	6striker is who	6striker	6striker is who	6striker	6striker is who	6striker	6striker is who	7geology																																					
the	-(e)d by	has been V+ing;	into	onto	6stringer	6stringer is who	6stringer	6stringer is who	6stringer	6stringer is who	6stringer	6stringer is who	6stringer	6stringer is who	6stringer	6stringer is who	6stringer	6stringer is who	7geometry																																					
the	-(e)d by	has been V+ing;	into	onto	6strongman	6strongman is who	6strongman	6strongman is who	6strongman	6strongman is who	6strongman	6strongman is who	6strongman	6strongman is who	6strongman	6strongman is who	6strongman	6strongman is who	7gestation																																					
the	-(e)d by	has been V+ing;	into	onto	6sub	6sub is who	6sub	6sub is who	6sub	6sub is who	6sub	6sub is who	6sub	6sub is who	6sub	6sub is who	6sub	6sub is who	7getting short shrift																																					
the	-(e)d by	has been V+ing;	into	onto	6subcontractor	6subcontractor is who	6subcontractor	6subcontractor is who	6subcontractor	6subcontractor is who	6subcontractor	6subcontractor is who	6subcontractor	6subcontractor is who	6subcontractor	6subcontractor is who	6subcontractor	6subcontractor is who	7getting to grips with																																					
the	-(e)d by	has been V+ing;	into	onto	6sucker	6sucker is who	6sucker	6sucker is who	6sucker	6sucker is who	6sucker	6sucker is who	6sucker	6sucker is who	6sucker	6sucker is who	6sucker	6sucker is who	7gilt																																					
the	-(e)d by	has been V+ing;	into	onto	6superman	6superman is who	6superman	6superman is who	6superman	6superman is who	6superman	6superman is who	6superman	6superman is who	6superman	6superman is who	6superman	6superman is who	7gimmick																																					
the	-(e)d by	has been V+ing;	into	onto	6supplier	6supplier is who	6supplier	6supplier is who	6supplier	6supplier is who	6supplier	6supplier is who	6supplier	6supplier is who	6supplier	6supplier is who	6supplier	6supplier is who	7girth																																					
the	-(e)d by	has been V+ing;	into	onto	6surfer	6surfer is who	6surfer	6surfer is who	6surfer	6surfer is who	6surfer	6surfer is who	6surfer	6surfer is who	6surfer	6surfer is who	6surfer	6surfer is who	7gist																																					
the	-(e)d by	has been V+ing;	into	onto	6surgeon	6surgeon is who	6surgeon	6surgeon is who	6surgeon	6surgeon is who	6surgeon	6surgeon is who	6surgeon	6surgeon is who	6surgeon	6surgeon is who	6surgeon	6surgeon is who	7git																																					
the	-(e)d by	has been V+ing;	into	onto	6swine	6swine is who	6swine	6swine is who	6swine	6swine is who	6swine	6swine is who	6swine	6swine is who	6swine	6swine is who	6swine	6swine is who	7giving priority to																																					
the	-(e)d by	has been V+ing;	into	onto	6swinger	6swinger is who	6swinger	6swinger is who	6swinger	6swinger is who	6swinger	6swinger is who	6swinger	6swinger is who	6swinger	6swinger is who	6swinger	6swinger is who	7glacier																																					
the	-(e)d by	has been V+ing;	into	onto	6taxpayer	6taxpayer is who	6taxpayer	6taxpayer is who	6taxpayer	6taxpayer is who	6taxpayer	6taxpayer is who	6taxpayer	6taxpayer is who	6taxpayer	6taxpayer is who	6taxpayer	6taxpayer is who	7glass fiber																																					
the	-(e)d by	has been V+ing;	into	onto	6technician	6technician is who	6technician	6technician is who	6technician	6technician is who	6technician	6technician is who	6technician	6technician is who	6technician	6technician is who	6technician	6technician is who	7gleam																																					
the	-(e)d by	has been V+ing;	into	onto	6technologist	6technologist is who	6technologist	6technologist is who	6technologist	6technologist is who	6technologist	6technologist is who	6technologist	6technologist is who	6technologist	6technologist is who	6technologist	6technologist is who	7glee																																					
the	-(e)d by	has been V+ing;	into	onto	6teleworker	6teleworker is who	6teleworker	6teleworker is who	6teleworker	6teleworker is who	6teleworker	6teleworker is who	6teleworker	6teleworker is who	6teleworker	6teleworker is who	6teleworker	6teleworker is who	7glimmer																																					
the	-(e)d by	has been V+ing;	into	onto	6temp	6temp is who	6temp	6temp is who	6temp	6temp is who	6temp	6temp is who	6temp	6temp is who	6temp	6temp is who	6temp	6temp is who	7glitter																																					
the	-(e)d by	has been V+ing;	into	onto	6terror	6terror is who	6terror	6terror is who	6terror	6terror is who	6terror	6terror is who	6terror	6terror is who	6terror	6terror is who	6terror	6terror is who	7globe artichoke																																					
